기관코드,병원명,주소,전화,시도,시군구,후보순위,HIRA병원명,HIRA주소,HIRA전화,HIRAX좌표,HIRAY좌표,HIRA시설종별,암호화요양기호,매칭점수,이름유사도,주소유사도,도로주소일치,전화일치,거리m,시설종별일치,시도일치,시군구일치,자동확정기준,기준판정사유,1위점수차,자동확정,수집시각UTC,API근거,매칭로직버전
A2100037,현대병원,경기도 남양주시 진접읍 봉현로 21,031-574-0114,경기도,남양주시,2,진접 한양병원,"경기도 남양주시 진접읍 해밀예당1로 28, 진접농협 2층, 3층",031-510-0114,127.1861806,37.7112584,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,0.2819512195121951,0.0,0.5853658536585366,False,False,728.8,True,True,True,False,점수미달,0.7180487804878048,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100037,현대병원,경기도 남양주시 진접읍 봉현로 21,031-574-0114,경기도,남양주시,3,누네안과병원,"경기도 남양주시 진접읍 해밀예당1로 28, 진접농협 4층, 5층 501호",031-522-5292,127.1861806,37.7112584,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNzEjJDEjJDgjJDgz,0.2808888888888888,0.0,0.5777777777777777,False,False,728.8,True,True,True,False,점수미달,0.7180487804878048,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100037,현대병원,경기도 남양주시 진접읍 봉현로 21,031-574-0114,경기도,남양주시,4,휴메디병원,"경기도 남양주시 진접읍 금강로1521번길 1, 2,3,4층",554-8899,127.191922,37.726372,병원,JDU4MTI3MSM1MSMkMSMkMCMkOTkkMzgxMzUxIzExIyQxIyQzIyQ3OSQzNjE4MzIjNDEjJDEjJDgjJDgz,0.2433333333333333,0.0,0.6666666666666666,False,False,1610.1,True,True,True,False,점수미달,0.7180487804878048,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100037,현대병원,경기도 남양주시 진접읍 봉현로 21,031-574-0114,경기도,남양주시,5,남양주백병원,"경기도 남양주시 진접읍 해밀예당1로 30-25, 2층~10층",031-572-3111,127.1876577,37.7112839,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDAjJDgz,0.241,0.0,0.65,False,False,830.7,True,True,True,False,점수미달,0.7180487804878048,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2120077,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",031-815-1119,경기도,남양주시,1,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",031-815-1119,127.238339,37.6500996,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ2MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,1.0,1.0,1.0,True,True,1.9,True,True,True,True,자동확정기준통과,0.7042105263157894,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2120077,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",031-815-1119,경기도,남양주시,2,국민최상병원,"경기도 남양주시 경춘로 1342, (평내동)",031-559-1515,127.2408826,37.652174,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjE4MzIjNTEjJDEjJDYjJDgz,0.2957894736842105,0.0,0.6842105263157895,False,False,321.7,True,True,True,False,점수미달,0.7042105263157894,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2120077,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",031-815-1119,경기도,남양주시,3,온세병원,"경기도 남양주시 평내로29번길 49, 10층 (평내동, M2프라자)",594-7912,127.2356564,37.6458624,정신병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,0.2911627906976744,0.0,0.6511627906976745,False,False,527.4,True,True,True,False,점수미달,0.7042105263157894,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2120077,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",031-815-1119,경기도,남양주시,4,하나소아청소년과병원,"경기도 남양주시 늘을1로16번길 25, 성보빌딩 4층, 10층층 (호평동)",031-593-1140,127.2428881,37.6540709,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzUxIyQyIyQxIyQwMCQyNjEyMjIjNDEjJDEjJDgjJDgz,0.2878431372549019,0.0,0.6274509803921569,False,False,596.3,True,True,True,False,점수미달,0.7042105263157894,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2120077,혜성병원,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",031-815-1119,경기도,남양주시,5,삼성바른병원,"경기도 남양주시 화도읍 경춘로 1872, 2~4층",031-511-0123,127.2962354,37.6527663,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,0.2724242424242424,0.3333333333333333,0.6363636363636364,False,False,5107.1,True,True,True,False,점수미달,0.7042105263157894,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100135,동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),031-863-1339,경기도,동두천시,1,동두천중앙성모병원,"경기도 동두천시 동광로 53, (생연동)",031-863-0550,127.0539649,37.9089295,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDAjJDgz,1.0,1.0,1.0,True,False,5.2,True,True,True,True,자동확정기준통과,0.7603111111111112,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100135,동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),031-863-1339,경기도,동두천시,2,동원병원,"경기도 동두천시 탑신로 522, (탑동동)",031-870-0701,127.1360859,37.9000563,정신병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzIxIyQxIyQxIyQ3MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,0.2396888888888889,0.2222222222222222,0.72,False,False,7270.2,True,True,True,False,점수미달,0.7603111111111112,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100135,동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),031-863-1339,경기도,동두천시,3,한강연세병원,"경기도 동두천시 평화로2169번길 24, (송내동)",031-982-8270,127.0533904,37.8815738,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz,0.1746666666666667,0.0,0.5333333333333333,False,False,3037.2,True,True,True,False,점수미달,0.7603111111111112,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100135,동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),031-863-1339,경기도,동두천시,4,성모치과의원,"경기도 동두천시 동광로 54-1, (생연동)",031-858-2804,127.0543224,37.9084482,치과의원,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzMxIyQxIyQzIyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,0.099730909090909,0.3636363636363636,0.88,False,False,57.0,False,True,True,False,시설종별불일치,0.7603111111111112,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100135,동두천중앙성모병원,경기도 동두천시 동광로 53 (생연동),031-863-1339,경기도,동두천시,5,동두천치과의원,"경기도 동두천시 중앙로 267-1, 가나빌딩 3층 (생연동)",031-868-7528,127.0537708,37.9054525,치과의원,JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNTEjJDEjJDYjJDgz,0.09575,0.5,0.5625,False,False,382.0,False,True,True,False,시설종별불일치,0.7603111111111112,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100052,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-340-2100,경기도,부천시,1,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-1577-0675,126.7924166,37.4871165,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,1.0,1.0,1.0,True,False,36.9,True,True,True,True,자동확정기준통과,0.5936758893280631,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100052,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-340-2100,경기도,부천시,2,부천세종병원,"경기도 부천시 소사구 호현로489번길 28, (소사본동, 세종병원)",1599-6677,126.7913172,37.4809661,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,0.4063241106719368,0.3636363636363636,0.4347826086956521,False,False,727.4,True,True,True,False,점수미달,0.5936758893280631,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100052,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-340-2100,경기도,부천시,3,부천한병원,"경기도 부천시 원미구 부천로 170, 4~7층 (춘의동)",032-668-1119,126.7865045,37.4994254,정신병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,0.3784444444444444,0.4,0.4888888888888889,False,False,1430.9,True,True,True,False,점수미달,0.5936758893280631,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100052,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-340-2100,경기도,부천시,4,수목부천병원,"경기도 부천시 원미구 부일로 448, 프리존 빌딩 6,7층 601,607,608,701,707,708호 (심곡동)",032-663-9290,126.7802076,37.4859817,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,0.3400922266139657,0.3636363636363636,0.3188405797101449,False,False,1091.1,True,True,True,False,점수미달,0.5936758893280631,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100052,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-340-2100,경기도,부천시,5,부천21세기병원,"경기도 부천시 소사구  경인로 180, 2층,3층 (심곡본동)",032-1577-7521,126.7751655,37.4835935,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,0.3339464882943144,0.3076923076923077,0.4347826086956521,False,False,1582.8,True,True,True,False,점수미달,0.5936758893280631,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100055,부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-340-1119,경기도,부천시,1,부천세종병원,"경기도 부천시 소사구 호현로489번길 28, (소사본동, 세종병원)",1599-6677,126.7913172,37.4809661,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,1.0,1.0,1.0,True,False,13.9,True,True,True,True,자동확정기준통과,0.5215789473684211,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100055,부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-340-1119,경기도,부천시,2,부천21세기병원,"경기도 부천시 소사구  경인로 180, 2층,3층 (심곡본동)",032-1577-7521,126.7751655,37.4835935,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzQxIyQxIyQ3IyQ2MiQzNjE4MzIjNTEjJDEjJDIjJDgz,0.4784210526315789,0.6,0.631578947368421,False,False,1441.0,True,True,True,False,점수미달,0.5215789473684211,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100055,부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-340-1119,경기도,부천시,3,가톨릭대학교부천성모병원,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-1577-0675,126.7924166,37.4871165,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,0.4063241106719368,0.3636363636363636,0.4347826086956521,False,False,688.5,True,True,True,False,점수미달,0.5215789473684211,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100055,부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-340-1119,경기도,부천시,4,수목부천병원,"경기도 부천시 원미구 부일로 448, 프리존 빌딩 6,7층 601,607,608,701,707,708호 (심곡동)",032-663-9290,126.7802076,37.4859817,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,0.4004918032786885,0.5,0.360655737704918,False,False,1114.2,True,True,True,False,점수미달,0.5215789473684211,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100055,부천세종병원,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-340-1119,경기도,부천시,5,부천한병원,"경기도 부천시 원미구 부천로 170, 4~7층 (춘의동)",032-668-1119,126.7865045,37.4994254,정신병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,0.3966795366795366,0.5714285714285714,0.4864864864864865,False,False,2089.2,True,True,True,False,점수미달,0.5215789473684211,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100058,부천우리병원,경기도 부천시 오정구 소사로 726 (원종동),032-672-2400,경기도,부천시,1,부천우리병원,"경기도 부천시 오정구 소사로 726, (원종동)",032-672-4100,126.8052027,37.5208668,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,1.0,1.0,1.0,True,False,391.5,True,True,True,True,자동확정기준통과,0.4786666666666666,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100058,부천우리병원,경기도 부천시 오정구 소사로 726 (원종동),032-672-2400,경기도,부천시,2,부천중앙병원,"경기도 부천시 오정구 소사로 797, (원종동, 지하1일부,1,2,3,4층)",032-681-2333,126.8044442,37.5272037,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,0.5213333333333334,0.5,0.8666666666666667,False,False,319.9,True,True,True,False,점수미달,0.4786666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100058,부천우리병원,경기도 부천시 오정구 소사로 726 (원종동),032-672-2400,경기도,부천시,3,부천솔병원,"경기도 부천시 오정구 수도로 93, 태양빌딩 2층,4층,5층 (내동)",032-674-5567,126.7759172,37.5157867,정신병원,JDU4MTI3MSM1MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,0.4075457875457875,0.5714285714285714,0.5641025641025641,False,False,2752.7,True,True,True,False,점수미달,0.4786666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100058,부천우리병원,경기도 부천시 오정구 소사로 726 (원종동),032-672-2400,경기도,부천시,4,부천한병원,"경기도 부천시 원미구 부천로 170, 4~7층 (춘의동)",032-668-1119,126.7865045,37.4994254,정신병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,0.4049350649350649,0.5714285714285714,0.5454545454545454,False,False,3227.9,True,True,True,False,점수미달,0.4786666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100058,부천우리병원,경기도 부천시 오정구 소사로 726 (원종동),032-672-2400,경기도,부천시,5,부천세종병원,"경기도 부천시 소사구 호현로489번길 28, (소사본동, 세종병원)",1599-6677,126.7913172,37.4809661,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ4OSQyNjEyMjIjNDEjJDEjJDgjJDgz,0.3823529411764705,0.5,0.5882352941176471,False,False,4980.8,True,True,True,False,점수미달,0.4786666666666666,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100005,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5117,경기도,부천시,1,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5114,126.7629626,37.4986998,상급종합,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,1.0,1.0,1.0,True,False,53.2,True,True,True,True,자동확정기준통과,0.642,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100005,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5117,경기도,부천시,2,부천한병원,"경기도 부천시 원미구 부천로 170, 4~7층 (춘의동)",032-668-1119,126.7865045,37.4994254,정신병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkNTgxMzUxIzMxIyQxIyQ3IyQxMyQ0NjE0ODEjNjEjJDEjJDAjJDgz,0.358,0.4,0.7,False,False,2130.1,True,True,True,False,점수미달,0.642,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100005,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5117,경기도,부천시,3,부천서울어린이병원,"경기도 부천시 원미구 송내대로265번길 19, 4,5층 (상동, 대신프라자)",1600-3875,126.7578805,37.5064919,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQzIyQ4OSQyNjE0ODEjNjEjJDEjJDAjJDgz,0.3327301587301587,0.2857142857142857,0.4888888888888889,False,False,966.2,True,True,True,False,점수미달,0.642,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100005,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5117,경기도,부천시,4,부천중앙병원,"경기도 부천시 오정구 소사로 797, (원종동, 지하1일부,1,2,3,4층)",032-681-2333,126.8044442,37.5272037,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDgjJDgz,0.3211302211302211,0.3636363636363636,0.5405405405405406,False,False,4888.8,True,True,True,False,점수미달,0.642,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100005,순천향대학교부속부천병원,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5117,경기도,부천시,5,부천솔병원,"경기도 부천시 오정구 수도로 93, 태양빌딩 2층,4층,5층 (내동)",032-674-5567,126.7759172,37.5157867,정신병원,JDU4MTI3MSM1MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,0.3147826086956522,0.4,0.391304347826087,False,False,2256.1,True,True,True,False,점수미달,0.642,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100050,의료법인대인의료재단다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0119,경기도,부천시,1,의료법인대인의료재단 다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0001,126.7694764,37.5123067,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQzNjEwMDIjNjEjJDEjJDgjJDgz,1.0,1.0,1.0,True,False,2.0,True,True,True,True,자동확정기준통과,0.7089077212806026,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100050,의료법인대인의료재단다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0119,경기도,부천시,2,인본병원,"경기도 부천시 원미구 상동로 90, 메가플러스빌딩 504,504-2,505,508일부호 (상동)",1661-7050,126.7537185,37.5051724,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzExIyQxIyQ3IyQ5OSQyNjE4MzIjNTEjJDEjJDIjJDgz,0.2910922787193973,0.2222222222222222,0.3728813559322034,False,False,1602.2,True,True,True,False,점수미달,0.7089077212806026,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100050,의료법인대인의료재단다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0119,경기도,부천시,3,부천솔병원,"경기도 부천시 오정구 수도로 93, 태양빌딩 2층,4층,5층 (내동)",032-674-5567,126.7759172,37.5157867,정신병원,JDU4MTI3MSM1MSMkMSMkNCMkOTkkNTgxOTYxIzExIyQxIyQzIyQ3OSQyNjE0ODEjNzEjJDEjJDgjJDgz,0.2547826086956521,0.0,0.391304347826087,False,False,685.5,True,True,True,False,점수미달,0.7089077212806026,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100050,의료법인대인의료재단다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0119,경기도,부천시,4,뉴대성병원,"경기도 부천시 원미구 부천로 91, ,부흥로373번길18, 부흥로377(기존디에스병원A동) (심곡동)",032-610-1111,126.7841872,37.4925524,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,0.2446153846153846,0.2,0.4615384615384615,False,False,2552.1,True,True,True,False,점수미달,0.7089077212806026,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100050,의료법인대인의료재단다니엘종합병원,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0119,경기도,부천시,5,더만족병원,"경기도 부천시 원미구 계남로 310, (중동)",032-1666-7775,126.7817394,37.5031608,병원,JDQ4MTYyMiM1MSMkMSMkMCMkOTkkMzgxOTYxIzIxIyQxIyQxIyQ4OSQzNjEwMDIjODEjJDEjJDIjJDgz,0.2408108108108108,0.0,0.6486486486486487,False,False,1485.0,True,True,True,False,점수미달,0.7089077212806026,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100258,국군수도병원,경기도 성남시 분당구 새마을로177번길 81 (율동),031-725-6119,경기도,성남시,1,국군수도병원,"경기도 성남시 분당구 새마을로177번길 81, (율동)",031-725-6075,127.1490674,37.3923789,종합병원,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,1.0,1.0,1.0,True,False,71.1,True,True,True,True,자동확정기준통과,0.7748888888888888,True,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100258,국군수도병원,경기도 성남시 분당구 새마을로177번길 81 (율동),031-725-6119,경기도,성남시,2,국군수도한의원,"경기도 성남시 분당구 새마을로177번길 81, (율동)",725-6449,127.1490674,37.3923789,한의원,JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMzUxIzUxIyQxIyQxIyQwMyQzNjE4MzIjNDEjJDEjJDgjJDgz,0.2251111111111111,0.8888888888888888,1.0,True,False,71.1,False,True,True,False,시설종별불일치,0.7748888888888888,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
A2100258,국군수도병원,경기도 성남시 분당구 새마을로177번길 81 (율동),031-725-6119,경기도,성남시,3,분당서울대학교병원,"경기도 성남시 분당구 구미로173번길 82, (구미동, 분당서울대학교병원)",031-787-2114,127.1234066,37.3516694,상급종합,JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,0.2076923076923077,0.0,0.7692307692307693,False,False,4992.9,True,True,True,False,점수미달,0.7748888888888888,False,2026-08-30T16:02:28+00:00,https://apis.data.go.kr/B551182/hospInfoServicev2/getHospBasisList,hira-catalog-v3
