"青沥备开(矫焙备)喊/1技喊 林刮殿废牢备"

"C青沥备开(矫焙备)喊","青沥备开(矫焙备)喊","C楷飞喊","楷飞喊","矫痢","醚牢备荐 (疙)","巢磊牢备荐 (疙)","咯磊牢备荐 (疙)"
'11545," 陛玫备",'4302,"96技",2024,43.0000,7.0000,36.0000
'11545," 陛玫备",'4303,"97技",2024,35.0000,5.0000,30.0000
'11545," 陛玫备",'4304,"98技",2024,14.0000,5.0000,9.0000
'11545," 陛玫备",'4305,"99技",2024,13.0000,2.0000,11.0000
'11545," 陛玫备",'440,"100技 捞惑",2024,35.0000,9.0000,26.0000
'11560," 康殿器备",'000,"拌",2024,373773.0000,182802.0000,190971.0000
'11560," 康殿器备",'0401,"0技",2024,2043.0000,1061.0000,982.0000
'11560," 康殿器备",'0402,"1技",2024,1968.0000,1001.0000,967.0000
'11560," 康殿器备",'0403,"2技",2024,2002.0000,1027.0000,975.0000
'11560," 康殿器备",'0404,"3技",2024,1960.0000,1017.0000,943.0000
'11560," 康殿器备",'0405,"4技",2024,1861.0000,956.0000,905.0000
'11560," 康殿器备",'0501,"5技",2024,2080.0000,1045.0000,1035.0000
'11560," 康殿器备",'0502,"6技",2024,2077.0000,1031.0000,1046.0000
'11560," 康殿器备",'0503,"7技",2024,2102.0000,1090.0000,1012.0000
'11560," 康殿器备",'0504,"8技",2024,2321.0000,1148.0000,1173.0000
'11560," 康殿器备",'0505,"9技",2024,2374.0000,1223.0000,1151.0000
'11560," 康殿器备",'0701,"10技",2024,2303.0000,1208.0000,1095.0000
'11560," 康殿器备",'0702,"11技",2024,2156.0000,1130.0000,1026.0000
'11560," 康殿器备",'0703,"12技",2024,2324.0000,1182.0000,1142.0000
'11560," 康殿器备",'0704,"13技",2024,2192.0000,1090.0000,1102.0000
'11560," 康殿器备",'0705,"14技",2024,2234.0000,1121.0000,1113.0000
'11560," 康殿器备",'1001,"15技",2024,2118.0000,1102.0000,1016.0000
'11560," 康殿器备",'1002,"16技",2024,2310.0000,1210.0000,1100.0000
'11560," 康殿器备",'1003,"17技",2024,2369.0000,1236.0000,1133.0000
'11560," 康殿器备",'1004,"18技",2024,2185.0000,1154.0000,1031.0000
'11560," 康殿器备",'1005,"19技",2024,2373.0000,1230.0000,1143.0000
'11560," 康殿器备",'1201,"20技",2024,2702.0000,1353.0000,1349.0000
'11560," 康殿器备",'1202,"21技",2024,3003.0000,1466.0000,1537.0000
'11560," 康殿器备",'1203,"22技",2024,3196.0000,1488.0000,1708.0000
'11560," 康殿器备",'1204,"23技",2024,4129.0000,1763.0000,2366.0000
'11560," 康殿器备",'1205,"24技",2024,5262.0000,2112.0000,3150.0000
'11560," 康殿器备",'1301,"25技",2024,5996.0000,2521.0000,3475.0000
'11560," 康殿器备",'1302,"26技",2024,6853.0000,2942.0000,3911.0000
'11560," 康殿器备",'1303,"27技",2024,7611.0000,3357.0000,4254.0000
'11560," 康殿器备",'1304,"28技",2024,8092.0000,3695.0000,4397.0000
'11560," 康殿器备",'1305,"29技",2024,8534.0000,4060.0000,4474.0000
'11560," 康殿器备",'1501,"30技",2024,8757.0000,4330.0000,4427.0000
'11560," 康殿器备",'1502,"31技",2024,8682.0000,4244.0000,4438.0000
'11560," 康殿器备",'1503,"32技",2024,8607.0000,4345.0000,4262.0000
'11560," 康殿器备",'1504,"33技",2024,8291.0000,4169.0000,4122.0000
'11560," 康殿器备",'1505,"34技",2024,7170.0000,3632.0000,3538.0000
'11560," 康殿器备",'1601,"35技",2024,7053.0000,3601.0000,3452.0000
'11560," 康殿器备",'1602,"36技",2024,6530.0000,3348.0000,3182.0000
'11560," 康殿器备",'1603,"37技",2024,6160.0000,3117.0000,3043.0000
'11560," 康殿器备",'1604,"38技",2024,5891.0000,3106.0000,2785.0000
'11560," 康殿器备",'1605,"39技",2024,5742.0000,2935.0000,2807.0000
'11560," 康殿器备",'1801,"40技",2024,5532.0000,2912.0000,2620.0000
'11560," 康殿器备",'1802,"41技",2024,5586.0000,2876.0000,2710.0000
'11560," 康殿器备",'1803,"42技",2024,5999.0000,3127.0000,2872.0000
'11560," 康殿器备",'1804,"43技",2024,5705.0000,2953.0000,2752.0000
'11560," 康殿器备",'1805,"44技",2024,5530.0000,2894.0000,2636.0000
'11560," 康殿器备",'1901,"45技",2024,5380.0000,2691.0000,2689.0000
'11560," 康殿器备",'1902,"46技",2024,4525.0000,2323.0000,2202.0000
'11560," 康殿器备",'1903,"47技",2024,4916.0000,2454.0000,2462.0000
'11560," 康殿器备",'1904,"48技",2024,4842.0000,2487.0000,2355.0000
'11560," 康殿器备",'1905,"49技",2024,4818.0000,2405.0000,2413.0000
'11560," 康殿器备",'2101,"50技",2024,5226.0000,2709.0000,2517.0000
'11560," 康殿器备",'2102,"51技",2024,5490.0000,2694.0000,2796.0000
'11560," 康殿器备",'2103,"52技",2024,5593.0000,2816.0000,2777.0000
'11560," 康殿器备",'2104,"53技",2024,5992.0000,3060.0000,2932.0000
'11560," 康殿器备",'2105,"54技",2024,5694.0000,2908.0000,2786.0000
'11560," 康殿器备",'2301,"55技",2024,5736.0000,2870.0000,2866.0000
'11560," 康殿器备",'2302,"56技",2024,5665.0000,2848.0000,2817.0000
'11560," 康殿器备",'2303,"57技",2024,5225.0000,2544.0000,2681.0000
'11560," 康殿器备",'2304,"58技",2024,4977.0000,2569.0000,2408.0000
'11560," 康殿器备",'2305,"59技",2024,5148.0000,2675.0000,2473.0000
'11560," 康殿器备",'2601,"60技",2024,5227.0000,2663.0000,2564.0000
'11560," 康殿器备",'2602,"61技",2024,4783.0000,2442.0000,2341.0000
'11560," 康殿器备",'2603,"62技",2024,5235.0000,2673.0000,2562.0000
'11560," 康殿器备",'2604,"63技",2024,5286.0000,2576.0000,2710.0000
'11560," 康殿器备",'2605,"64技",2024,5482.0000,2650.0000,2832.0000
'11560," 康殿器备",'2801,"65技",2024,5178.0000,2558.0000,2620.0000
'11560," 康殿器备",'2802,"66技",2024,4842.0000,2362.0000,2480.0000
'11560," 康殿器备",'2803,"67技",2024,4728.0000,2287.0000,2441.0000
'11560," 康殿器备",'2804,"68技",2024,4149.0000,1988.0000,2161.0000
'11560," 康殿器备",'2805,"69技",2024,4536.0000,2166.0000,2370.0000
'11560," 康殿器备",'3101,"70技",2024,3870.0000,1811.0000,2059.0000
'11560," 康殿器备",'3102,"71技",2024,3203.0000,1497.0000,1706.0000
'11560," 康殿器备",'3103,"72技",2024,3649.0000,1731.0000,1918.0000
'11560," 康殿器备",'3104,"73技",2024,2593.0000,1211.0000,1382.0000
'11560," 康殿器备",'3105,"74技",2024,2958.0000,1292.0000,1666.0000
'11560," 康殿器备",'3301,"75技",2024,2905.0000,1348.0000,1557.0000
'11560," 康殿器备",'3302,"76技",2024,2805.0000,1282.0000,1523.0000
'11560," 康殿器备",'3303,"77技",2024,2856.0000,1292.0000,1564.0000
'11560," 康殿器备",'3304,"78技",2024,2276.0000,1018.0000,1258.0000
'11560," 康殿器备",'3305,"79技",2024,1966.0000,909.0000,1057.0000
'11560," 康殿器备",'3601,"80技",2024,1957.0000,840.0000,1117.0000
'11560," 康殿器备",'3602,"81技",2024,1873.0000,781.0000,1092.0000
'11560," 康殿器备",'3603,"82技",2024,2206.0000,947.0000,1259.0000
'11560," 康殿器备",'3604,"83技",2024,1675.0000,706.0000,969.0000
'11560," 康殿器备",'3605,"84技",2024,1369.0000,573.0000,796.0000
'11560," 康殿器备",'3801,"85技",2024,1396.0000,553.0000,843.0000
'11560," 康殿器备",'3802,"86技",2024,1110.0000,449.0000,661.0000
'11560," 康殿器备",'3803,"87技",2024,965.0000,357.0000,608.0000
'11560," 康殿器备",'3804,"88技",2024,816.0000,312.0000,504.0000
'11560," 康殿器备",'3805,"89技",2024,701.0000,275.0000,426.0000
'11560," 康殿器备",'4101,"90技",2024,500.0000,161.0000,339.0000
'11560," 康殿器备",'4102,"91技",2024,421.0000,127.0000,294.0000
'11560," 康殿器备",'4103,"92技",2024,307.0000,97.0000,210.0000
'11560," 康殿器备",'4104,"93技",2024,225.0000,64.0000,161.0000
'11560," 康殿器备",'4105,"94技",2024,156.0000,49.0000,107.0000
'11560," 康殿器备",'4301,"95技",2024,109.0000,31.0000,78.0000
'11560," 康殿器备",'4302,"96技",2024,90.0000,26.0000,64.0000
'11560," 康殿器备",'4303,"97技",2024,65.0000,16.0000,49.0000
'11560," 康殿器备",'4304,"98技",2024,30.0000,5.0000,25.0000
'11560," 康殿器备",'4305,"99技",2024,23.0000,6.0000,17.0000
'11560," 康殿器备",'440,"100技 捞惑",2024,60.0000,10.0000,50.0000
'11590," 悼累备",'000,"拌",2024,375799.0000,181576.0000,194223.0000
'11590," 悼累备",'0401,"0技",2024,1670.0000,859.0000,811.0000
'11590," 悼累备",'0402,"1技",2024,1589.0000,843.0000,746.0000
'11590," 悼累备",'0403,"2技",2024,1557.0000,796.0000,761.0000
'11590," 悼累备",'0404,"3技",2024,1621.0000,834.0000,787.0000
'11590," 悼累备",'0405,"4技",2024,1646.0000,846.0000,800.0000
'11590," 悼累备",'0501,"5技",2024,1833.0000,969.0000,864.0000
'11590," 悼累备",'0502,"6技",2024,1873.0000,963.0000,910.0000
'11590," 悼累备",'0503,"7技",2024,2025.0000,959.0000,1066.0000
'11590," 悼累备",'0504,"8技",2024,2258.0000,1120.0000,1138.0000
'11590," 悼累备",'0505,"9技",2024,2553.0000,1318.0000,1235.0000
'11590," 悼累备",'0701,"10技",2024,2422.0000,1257.0000,1165.0000
'11590," 悼累备",'0702,"11技",2024,2313.0000,1157.0000,1156.0000
'11590," 悼累备",'0703,"12技",2024,2464.0000,1296.0000,1168.0000
'11590," 悼累备",'0704,"13技",2024,2385.0000,1222.0000,1163.0000
'11590," 悼累备",'0705,"14技",2024,2581.0000,1343.0000,1238.0000
'11590," 悼累备",'1001,"15技",2024,2355.0000,1185.0000,1170.0000
'11590," 悼累备",'1002,"16技",2024,2408.0000,1244.0000,1164.0000
'11590," 悼累备",'1003,"17技",2024,2689.0000,1439.0000,1250.0000
'11590," 悼累备",'1004,"18技",2024,2558.0000,1279.0000,1279.0000
'11590," 悼累备",'1005,"19技",2024,3015.0000,1440.0000,1575.0000
'11590," 悼累备",'1201,"20技",2024,3784.0000,1816.0000,1968.0000
'11590," 悼累备",'1202,"21技",2024,4045.0000,1841.0000,2204.0000
'11590," 悼累备",'1203,"22技",2024,4514.0000,2107.0000,2407.0000
'11590," 悼累备",'1204,"23技",2024,5696.0000,2696.0000,3000.0000
'11590," 悼累备",'1205,"24技",2024,6718.0000,3091.0000,3627.0000
'11590," 悼累备",'1301,"25技",2024,6956.0000,3307.0000,3649.0000
'11590," 悼累备",'1302,"26技",2024,7455.0000,3660.0000,3795.0000
'11590," 悼累备",'1303,"27技",2024,7597.0000,3617.0000,3980.0000
'11590," 悼累备",'1304,"28技",2024,7740.0000,3799.0000,3941.0000
'11590," 悼累备",'1305,"29技",2024,7605.0000,3875.0000,3730.0000
'11590," 悼累备",'1501,"30技",2024,7579.0000,3926.0000,3653.0000
'11590," 悼累备",'1502,"31技",2024,7160.0000,3636.0000,3524.0000
'11590," 悼累备",'1503,"32技",2024,7139.0000,3680.0000,3459.0000
'11590," 悼累备",'1504,"33技",2024,6746.0000,3413.0000,3333.0000
'11590," 悼累备",'1505,"34技",2024,5870.0000,3017.0000,2853.0000
'11590," 悼累备",'1601,"35技",2024,5635.0000,2857.0000,2778.0000
'11590," 悼累备",'1602,"36技",2024,5480.0000,2858.0000,2622.0000
'11590," 悼累备",'1603,"37技",2024,5120.0000,2559.0000,2561.0000
'11590," 悼累备",'1604,"38技",2024,4963.0000,2441.0000,2522.0000
'11590," 悼累备",'1605,"39技",2024,5109.0000,2653.0000,2456.0000
'11590," 悼累备",'1801,"40技",2024,4980.0000,2543.0000,2437.0000
'11590," 悼累备",'1802,"41技",2024,5319.0000,2677.0000,2642.0000
'11590," 悼累备",'1803,"42技",2024,5579.0000,2797.0000,2782.0000
'11590," 悼累备",'1804,"43技",2024,5611.0000,2885.0000,2726.0000
'11590," 悼累备",'1805,"44技",2024,5544.0000,2820.0000,2724.0000
'11590," 悼累备",'1901,"45技",2024,5523.0000,2753.0000,2770.0000
'11590," 悼累备",'1902,"46技",2024,4652.0000,2328.0000,2324.0000
'11590," 悼累备",'1903,"47技",2024,5081.0000,2443.0000,2638.0000
'11590," 悼累备",'1904,"48技",2024,5213.0000,2630.0000,2583.0000
'11590," 悼累备",'1905,"49技",2024,5169.0000,2476.0000,2693.0000
'11590," 悼累备",'2101,"50技",2024,5610.0000,2822.0000,2788.0000
'11590," 悼累备",'2102,"51技",2024,5773.0000,2801.0000,2972.0000
'11590," 悼累备",'2103,"52技",2024,5955.0000,2887.0000,3068.0000
'11590," 悼累备",'2104,"53技",2024,6291.0000,3118.0000,3173.0000
'11590," 悼累备",'2105,"54技",2024,6100.0000,2965.0000,3135.0000
'11590," 悼累备",'2301,"55技",2024,6091.0000,2980.0000,3111.0000
'11590," 悼累备",'2302,"56技",2024,5828.0000,2819.0000,3009.0000
'11590," 悼累备",'2303,"57技",2024,5438.0000,2549.0000,2889.0000
'11590," 悼累备",'2304,"58技",2024,4899.0000,2471.0000,2428.0000
'11590," 悼累备",'2305,"59技",2024,5117.0000,2442.0000,2675.0000
'11590," 悼累备",'2601,"60技",2024,5246.0000,2496.0000,2750.0000
'11590," 悼累备",'2602,"61技",2024,4946.0000,2355.0000,2591.0000
'11590," 悼累备",'2603,"62技",2024,5301.0000,2551.0000,2750.0000
'11590," 悼累备",'2604,"63技",2024,5379.0000,2461.0000,2918.0000
'11590," 悼累备",'2605,"64技",2024,5645.0000,2602.0000,3043.0000
'11590," 悼累备",'2801,"65技",2024,5255.0000,2466.0000,2789.0000
'11590," 悼累备",'2802,"66技",2024,4973.0000,2243.0000,2730.0000
'11590," 悼累备",'2803,"67技",2024,4909.0000,2283.0000,2626.0000
'11590," 悼累备",'2804,"68技",2024,4445.0000,1997.0000,2448.0000
'11590," 悼累备",'2805,"69技",2024,4744.0000,2149.0000,2595.0000
'11590," 悼累备",'3101,"70技",2024,3963.0000,1815.0000,2148.0000
'11590," 悼累备",'3102,"71技",2024,3492.0000,1580.0000,1912.0000
'11590," 悼累备",'3103,"72技",2024,3929.0000,1735.0000,2194.0000
'11590," 悼累备",'3104,"73技",2024,2817.0000,1203.0000,1614.0000
'11590," 悼累备",'3105,"74技",2024,3031.0000,1331.0000,1700.0000
'11590," 悼累备",'3301,"75技",2024,3101.0000,1307.0000,1794.0000
'11590," 悼累备",'3302,"76技",2024,3056.0000,1331.0000,1725.0000
'11590," 悼累备",'3303,"77技",2024,3215.0000,1380.0000,1835.0000
'11590," 悼累备",'3304,"78技",2024,2621.0000,1072.0000,1549.0000
'11590," 悼累备",'3305,"79技",2024,2161.0000,910.0000,1251.0000
'11590," 悼累备",'3601,"80技",2024,2155.0000,949.0000,1206.0000
'11590," 悼累备",'3602,"81技",2024,2028.0000,911.0000,1117.0000
'11590," 悼累备",'3603,"82技",2024,2358.0000,1065.0000,1293.0000
'11590," 悼累备",'3604,"83技",2024,1841.0000,816.0000,1025.0000
'11590," 悼累备",'3605,"84技",2024,1492.0000,626.0000,866.0000
'11590," 悼累备",'3801,"85技",2024,1410.0000,549.0000,861.0000
'11590," 悼累备",'3802,"86技",2024,1135.0000,463.0000,672.0000
'11590," 悼累备",'3803,"87技",2024,996.0000,356.0000,640.0000
'11590," 悼累备",'3804,"88技",2024,859.0000,316.0000,543.0000
'11590," 悼累备",'3805,"89技",2024,656.0000,229.0000,427.0000
'11590," 悼累备",'4101,"90技",2024,565.0000,177.0000,388.0000
'11590," 悼累备",'4102,"91技",2024,404.0000,130.0000,274.0000
'11590," 悼累备",'4103,"92技",2024,313.0000,83.0000,230.0000
'11590," 悼累备",'4104,"93技",2024,208.0000,61.0000,147.0000
'11590," 悼累备",'4105,"94技",2024,196.0000,43.0000,153.0000
'11590," 悼累备",'4301,"95技",2024,151.0000,40.0000,111.0000
'11590," 悼累备",'4302,"96技",2024,107.0000,28.0000,79.0000
'11590," 悼累备",'4303,"97技",2024,69.0000,13.0000,56.0000
'11590," 悼累备",'4304,"98技",2024,39.0000,8.0000,31.0000
'11590," 悼累备",'4305,"99技",2024,24.0000,4.0000,20.0000
'11590," 悼累备",'440,"100技 捞惑",2024,65.0000,18.0000,47.0000
'11620," 包厩备",'000,"拌",2024,477812.0000,240457.0000,237355.0000
'11620," 包厩备",'0401,"0技",2024,1375.0000,672.0000,703.0000
'11620," 包厩备",'0402,"1技",2024,1258.0000,628.0000,630.0000
'11620," 包厩备",'0403,"2技",2024,1269.0000,631.0000,638.0000
'11620," 包厩备",'0404,"3技",2024,1326.0000,664.0000,662.0000
'11620," 包厩备",'0405,"4技",2024,1363.0000,679.0000,684.0000
'11620," 包厩备",'0501,"5技",2024,1416.0000,740.0000,676.0000
'11620," 包厩备",'0502,"6技",2024,1457.0000,781.0000,676.0000
'11620," 包厩备",'0503,"7技",2024,1615.0000,850.0000,765.0000
'11620," 包厩备",'0504,"8技",2024,1874.0000,959.0000,915.0000
'11620," 包厩备",'0505,"9技",2024,2070.0000,1083.0000,987.0000
'11620," 包厩备",'0701,"10技",2024,2022.0000,1034.0000,988.0000
'11620," 包厩备",'0702,"11技",2024,2067.0000,1051.0000,1016.0000
'11620," 包厩备",'0703,"12技",2024,2172.0000,1091.0000,1081.0000
'11620," 包厩备",'0704,"13技",2024,2279.0000,1156.0000,1123.0000
'11620," 包厩备",'0705,"14技",2024,2238.0000,1135.0000,1103.0000
'11620," 包厩备",'1001,"15技",2024,2188.0000,1155.0000,1033.0000
'11620," 包厩备",'1002,"16技",2024,2473.0000,1266.0000,1207.0000
'11620," 包厩备",'1003,"17技",2024,2644.0000,1347.0000,1297.0000
'11620," 包厩备",'1004,"18技",2024,2592.0000,1318.0000,1274.0000
'11620," 包厩备",'1005,"19技",2024,3421.0000,1658.0000,1763.0000
'11620," 包厩备",'1201,"20技",2024,4271.0000,2018.0000,2253.0000
'11620," 包厩备",'1202,"21技",2024,4976.0000,2214.0000,2762.0000
'11620," 包厩备",'1203,"22技",2024,5994.0000,2743.0000,3251.0000
'11620," 包厩备",'1204,"23技",2024,8065.0000,3580.0000,4485.0000
'11620," 包厩备",'1205,"24技",2024,10742.0000,4730.0000,6012.0000
'11620," 包厩备",'1301,"25技",2024,11928.0000,5442.0000,6486.0000
'11620," 包厩备",'1302,"26技",2024,13652.0000,6496.0000,7156.0000
'11620," 包厩备",'1303,"27技",2024,14954.0000,7414.0000,7540.0000
'11620," 包厩备",'1304,"28技",2024,14851.0000,7711.0000,7140.0000
'11620," 包厩备",'1305,"29技",2024,14422.0000,7711.0000,6711.0000
'11620," 包厩备",'1501,"30技",2024,13890.0000,7697.0000,6193.0000
'11620," 包厩备",'1502,"31技",2024,12577.0000,7062.0000,5515.0000
'11620," 包厩备",'1503,"32技",2024,11785.0000,6551.0000,5234.0000
'11620," 包厩备",'1504,"33技",2024,10540.0000,5978.0000,4562.0000
'11620," 包厩备",'1505,"34技",2024,8721.0000,4955.0000,3766.0000
'11620," 包厩备",'1601,"35技",2024,7816.0000,4378.0000,3438.0000
'11620," 包厩备",'1602,"36技",2024,7021.0000,3982.0000,3039.0000
'11620," 包厩备",'1603,"37技",2024,6533.0000,3638.0000,2895.0000
'11620," 包厩备",'1604,"38技",2024,6069.0000,3371.0000,2698.0000
'11620," 包厩备",'1605,"39技",2024,5860.0000,3272.0000,2588.0000
'11620," 包厩备",'1801,"40技",2024,5574.0000,3042.0000,2532.0000
'11620," 包厩备",'1802,"41技",2024,6067.0000,3324.0000,2743.0000
'11620," 包厩备",'1803,"42技",2024,6399.0000,3464.0000,2935.0000
'11620," 包厩备",'1804,"43技",2024,6317.0000,3435.0000,2882.0000
'11620," 包厩备",'1805,"44技",2024,6361.0000,3469.0000,2892.0000
'11620," 包厩备",'1901,"45技",2024,6139.0000,3288.0000,2851.0000
'11620," 包厩备",'1902,"46技",2024,5306.0000,2839.0000,2467.0000
'11620," 包厩备",'1903,"47技",2024,5613.0000,2913.0000,2700.0000
'11620," 包厩备",'1904,"48技",2024,5605.0000,3011.0000,2594.0000
'11620," 包厩备",'1905,"49技",2024,5819.0000,3025.0000,2794.0000
'11620," 包厩备",'2101,"50技",2024,6360.0000,3315.0000,3045.0000
'11620," 包厩备",'2102,"51技",2024,6639.0000,3496.0000,3143.0000
'11620," 包厩备",'2103,"52技",2024,6693.0000,3519.0000,3174.0000
'11620," 包厩备",'2104,"53技",2024,7209.0000,3753.0000,3456.0000
'11620," 包厩备",'2105,"54技",2024,6796.0000,3561.0000,3235.0000
'11620," 包厩备",'2301,"55技",2024,6770.0000,3493.0000,3277.0000
'11620," 包厩备",'2302,"56技",2024,6640.0000,3269.0000,3371.0000
'11620," 包厩备",'2303,"57技",2024,6215.0000,3031.0000,3184.0000
'11620," 包厩备",'2304,"58技",2024,5761.0000,2971.0000,2790.0000
'11620," 包厩备",'2305,"59技",2024,6141.0000,3060.0000,3081.0000
'11620," 包厩备",'2601,"60技",2024,6102.0000,3076.0000,3026.0000
'11620," 包厩备",'2602,"61技",2024,5760.0000,2879.0000,2881.0000
'11620," 包厩备",'2603,"62技",2024,6404.0000,3156.0000,3248.0000
'11620," 包厩备",'2604,"63技",2024,6385.0000,3035.0000,3350.0000
'11620," 包厩备",'2605,"64技",2024,6813.0000,3162.0000,3651.0000
'11620," 包厩备",'2801,"65技",2024,6369.0000,2927.0000,3442.0000
'11620," 包厩备",'2802,"66技",2024,5825.0000,2794.0000,3031.0000
'11620," 包厩备",'2803,"67技",2024,5762.0000,2655.0000,3107.0000
'11620," 包厩备",'2804,"68技",2024,5366.0000,2470.0000,2896.0000
'11620," 包厩备",'2805,"69技",2024,5783.0000,2608.0000,3175.0000
'11620," 包厩备",'3101,"70技",2024,4863.0000,2140.0000,2723.0000
'11620," 包厩备",'3102,"71技",2024,4262.0000,1856.0000,2406.0000
'11620," 包厩备",'3103,"72技",2024,4804.0000,2230.0000,2574.0000
'11620," 包厩备",'3104,"73技",2024,3637.0000,1631.0000,2006.0000
'11620," 包厩备",'3105,"74技",2024,3941.0000,1799.0000,2142.0000
'11620," 包厩备",'3301,"75技",2024,3936.0000,1768.0000,2168.0000
'11620," 包厩备",'3302,"76技",2024,3854.0000,1674.0000,2180.0000
'11620," 包厩备",'3303,"77技",2024,3901.0000,1719.0000,2182.0000
'11620," 包厩备",'3304,"78技",2024,3085.0000,1314.0000,1771.0000
'11620," 包厩备",'3305,"79技",2024,2693.0000,1168.0000,1525.0000
'11620," 包厩备",'3601,"80技",2024,2728.0000,1203.0000,1525.0000
'11620," 包厩备",'3602,"81技",2024,2534.0000,1117.0000,1417.0000
'11620," 包厩备",'3603,"82技",2024,3002.0000,1363.0000,1639.0000
'11620," 包厩备",'3604,"83技",2024,2303.0000,997.0000,1306.0000
'11620," 包厩备",'3605,"84技",2024,1811.0000,762.0000,1049.0000
'11620," 包厩备",'3801,"85技",2024,1633.0000,692.0000,941.0000
'11620," 包厩备",'3802,"86技",2024,1353.0000,537.0000,816.0000
'11620," 包厩备",'3803,"87技",2024,1091.0000,439.0000,652.0000
'11620," 包厩备",'3804,"88技",2024,856.0000,328.0000,528.0000
'11620," 包厩备",'3805,"89技",2024,713.0000,264.0000,449.0000
'11620," 包厩备",'4101,"90技",2024,513.0000,173.0000,340.0000
'11620," 包厩备",'4102,"91技",2024,396.0000,125.0000,271.0000
'11620," 包厩备",'4103,"92技",2024,327.0000,103.0000,224.0000
'11620," 包厩备",'4104,"93技",2024,220.0000,56.0000,164.0000
'11620," 包厩备",'4105,"94技",2024,171.0000,38.0000,133.0000
'11620," 包厩备",'4301,"95技",2024,140.0000,30.0000,110.0000
'11620," 包厩备",'4302,"96技",2024,103.0000,17.0000,86.0000
'11620," 包厩备",'4303,"97技",2024,61.0000,17.0000,44.0000
'11620," 包厩备",'4304,"98技",2024,39.0000,7.0000,32.0000
'11620," 包厩备",'4305,"99技",2024,13.0000,3.0000,10.0000
'11620," 包厩备",'440,"100技 捞惑",2024,50.0000,6.0000,44.0000
'11650," 辑檬备",'000,"拌",2024,408376.0000,194153.0000,214223.0000
'11650," 辑檬备",'0401,"0技",2024,1784.0000,913.0000,871.0000
'11650," 辑檬备",'0402,"1技",2024,1751.0000,920.0000,831.0000
'11650," 辑檬备",'0403,"2技",2024,2014.0000,1054.0000,960.0000
'11650," 辑檬备",'0404,"3技",2024,2263.0000,1136.0000,1127.0000
'11650," 辑檬备",'0405,"4技",2024,2327.0000,1187.0000,1140.0000
'11650," 辑檬备",'0501,"5技",2024,2601.0000,1401.0000,1200.0000
'11650," 辑檬备",'0502,"6技",2024,2994.0000,1594.0000,1400.0000
'11650," 辑檬备",'0503,"7技",2024,3257.0000,1644.0000,1613.0000
'11650," 辑檬备",'0504,"8技",2024,3575.0000,1820.0000,1755.0000
'11650," 辑檬备",'0505,"9技",2024,4068.0000,2023.0000,2045.0000
'11650," 辑檬备",'0701,"10技",2024,4207.0000,2133.0000,2074.0000
'11650," 辑檬备",'0702,"11技",2024,4277.0000,2226.0000,2051.0000
'11650," 辑檬备",'0703,"12技",2024,4894.0000,2432.0000,2462.0000
'11650," 辑檬备",'0704,"13技",2024,4626.0000,2398.0000,2228.0000
'11650," 辑檬备",'0705,"14技",2024,4793.0000,2430.0000,2363.0000
'11650," 辑檬备",'1001,"15技",2024,4484.0000,2245.0000,2239.0000
'11650," 辑檬备",'1002,"16技",2024,4631.0000,2356.0000,2275.0000
'11650," 辑檬备",'1003,"17技",2024,4594.0000,2250.0000,2344.0000
'11650," 辑檬备",'1004,"18技",2024,4252.0000,2174.0000,2078.0000
'11650," 辑檬备",'1005,"19技",2024,4031.0000,2014.0000,2017.0000
'11650," 辑檬备",'1201,"20技",2024,4384.0000,2101.0000,2283.0000
'11650," 辑檬备",'1202,"21技",2024,4106.0000,2075.0000,2031.0000
'11650," 辑檬备",'1203,"22技",2024,3993.0000,1939.0000,2054.0000
'11650," 辑檬备",'1204,"23技",2024,4242.0000,1993.0000,2249.0000
'11650," 辑檬备",'1205,"24技",2024,5015.0000,2316.0000,2699.0000
'11650," 辑檬备",'1301,"25技",2024,4974.0000,2223.0000,2751.0000
'11650," 辑檬备",'1302,"26技",2024,5178.0000,2457.0000,2721.0000
'11650," 辑檬备",'1303,"27技",2024,5469.0000,2562.0000,2907.0000
'11650," 辑檬备",'1304,"28技",2024,5833.0000,2762.0000,3071.0000
'11650," 辑檬备",'1305,"29技",2024,5779.0000,2737.0000,3042.0000
'11650," 辑檬备",'1501,"30技",2024,6040.0000,2907.0000,3133.0000
'11650," 辑檬备",'1502,"31技",2024,5882.0000,2832.0000,3050.0000
'11650," 辑檬备",'1503,"32技",2024,6028.0000,2838.0000,3190.0000
'11650," 辑檬备",'1504,"33技",2024,6014.0000,2808.0000,3206.0000
'11650," 辑檬备",'1505,"34技",2024,5465.0000,2605.0000,2860.0000
'11650," 辑檬备",'1601,"35技",2024,5516.0000,2544.0000,2972.0000
'11650," 辑檬备",'1602,"36技",2024,5436.0000,2488.0000,2948.0000
'11650," 辑檬备",'1603,"37技",2024,5476.0000,2378.0000,3098.0000
'11650," 辑檬备",'1604,"38技",2024,5529.0000,2496.0000,3033.0000
'11650," 辑檬备",'1605,"39技",2024,5730.0000,2517.0000,3213.0000
'11650," 辑檬备",'1801,"40技",2024,5880.0000,2704.0000,3176.0000
'11650," 辑檬备",'1802,"41技",2024,6667.0000,3043.0000,3624.0000
'11650," 辑檬备",'1803,"42技",2024,7109.0000,3243.0000,3866.0000
'11650," 辑檬备",'1804,"43技",2024,7543.0000,3483.0000,4060.0000
