기관코드,병원명,등급,위도,경도,주소,전화,시도,시군구,좌표결측
A1400032,근로복지공단인천병원,응급실운영신고기관,37.476349746510174,126.75331590774624,인천광역시 부평구 무네미로 446 (구산동),032-500-0114,인천광역시,부평구,False
A1400037,인천광역시의료원백령병원,지역응급의료기관,37.96801574541532,124.72111307252132,"인천광역시 옹진군 백령면 백령로 233, 인천광역시의료원 백령병원",032-836-1732,인천광역시,옹진군,False
A1400045,국제바로병원,응급실운영신고기관,37.4655067884563,126.693226276277,"인천광역시 남동구 석정로 518, 1층일부, 2층일부 ~ 9층 (간석동)",032-722-8911,인천광역시,남동구,False
A1403121,인천더드림병원,응급실운영신고기관,37.53499881280362,126.72225367019578,인천광역시 계양구 계양대로 123(작전동),032-282-7575,인천광역시,계양구,False
A1403372,인천세종병원,지역응급의료센터,37.5325382832,126.7368531237,"인천광역시 계양구 계양문화로 20, 인천세종병원 (작전동)",032-240-8119,인천광역시,계양구,False
A1403617,비에스종합병원,지역응급의료기관,37.7360530472,126.4857069547,인천광역시 강화군 강화읍 충렬사로 31,032-290-0119,인천광역시,강화군,False
A1403699,(의)성세의료재단 영종국제병원,응급실운영신고기관,37.48847125467195,126.56466845237,"인천광역시 영종구 하늘별빛로65번길 7-9, 3,4층 (중산동)",032-721-3003,인천광역시,영종구,False
A1403871,인천힘찬종합병원,지역응급의료기관,37.4010623210136,126.714686842521,"인천광역시 남동구 논현로 72, 인천힘찬종합병원 (논현동)",032-459-3168,인천광역시,남동구,False
A1404358,더나눔병원,응급실운영신고기관,37.455819376431,126.650142764193,"인천광역시 미추홀구 독배로 408-1, 4~8층 (용현동)",032-888-7755,인천광역시,미추홀구,False
A1500001,조선대학교병원,권역응급의료센터,35.13854706991291,126.92683853357782,전남광주통합특별시 동구 필문대로 365 (서석동),062-220-3280,전남광주통합특별시,동구,False
A1500002,전남대학교병원,권역응급의료센터,35.141852541291165,126.92158688926376,전남광주통합특별시 동구 제봉로 42 (학동),062-220-6801,전남광주통합특별시,동구,False
A1500003,광주현대병원,지역응급의료기관,35.18565646419727,126.89798149528588,전남광주통합특별시 북구 설죽로 291 (용봉동),062-570-0119,전남광주통합특별시,북구,False
A1500004,광주보훈병원,지역응급의료기관,35.207797211036485,126.84947860623932,전남광주통합특별시 광산구 첨단월봉로 99 (산월동),062-602-6119,전남광주통합특별시,광산구,False
A1500005,광주일곡병원,지역응급의료기관,35.20286119554041,126.8976085768722,전남광주통합특별시 북구 양일로 309 (일곡동),062-608-7119,전남광주통합특별시,북구,False
A1500006,신가병원,지역응급의료기관,35.177619444444446,126.8298,전남광주통합특별시 광산구 목련로 316 (신가동),062-610-8119,전남광주통합특별시,광산구,False
A1500007,광주희망병원,지역응급의료기관,35.21344678097714,126.87471568685204,전남광주통합특별시 북구 하서로 429 (용두동),062-608-6119,전남광주통합특별시,북구,False
A1500009,광주씨티병원,지역응급의료기관,35.11776253778263,126.8995475485602,전남광주통합특별시 남구 서문대로654번길 5 (진월동),062-460-7119,전남광주통합특별시,남구,False
A1500010,운암한국병원,지역응급의료기관,35.18513334103592,126.86956982285518,전남광주통합특별시 북구 북문대로 191 (운암동),062-608-8119,전남광주통합특별시,북구,False
A1500011,첨단종합병원,지역응급의료센터,35.22113373578457,126.84530205666944,전남광주통합특별시 광산구 첨단중앙로170번길 59 (쌍암동),062-601-8119,전남광주통합특별시,광산구,False
A1500013,동아병원,지역응급의료기관,35.1347601218069,126.89990593135208,전남광주통합특별시 남구 대남대로 238 (백운동),062-650-2515,전남광주통합특별시,남구,False
A1500014,미래로21병원,지역응급의료기관,35.14102639112141,126.88528864095338,전남광주통합특별시 서구 화운로 1 (화정동),062-450-1119,전남광주통합특별시,서구,False
A1500015,광주병원,지역응급의료기관,35.178949208210625,126.9281507303555,전남광주통합특별시 북구 면앙로139번길 51 (두암동),062-260-7119,전남광주통합특별시,북구,False
A1500016,광주한국병원,지역응급의료기관,35.15618108764772,126.86880878336213,전남광주통합특별시 서구 월드컵4강로 223 (쌍촌동),062-380-3119,전남광주통합특별시,서구,False
A1500017,하남성심병원,지역응급의료기관,35.1664063968,126.800894228816,전남광주통합특별시 광산구 용아로 259 하남성심병원 (산정동),062-958-1250,전남광주통합특별시,광산구,False
A1500018,광주수완병원,지역응급의료기관,35.19303617477934,126.82420927535313,전남광주통합특별시 광산구 임방울대로 370 (수완동),062-958-1119,전남광주통합특별시,광산구,False
A1500019,KS병원,지역응급의료센터,35.197963178976366,126.83322475289852,전남광주통합특별시 광산구 왕버들로 220 (수완동),062-975-9119,전남광주통합특별시,광산구,False
A1500020,서광병원,지역응급의료센터,35.132568331498724,126.85552710578938,전남광주통합특별시 서구 금화로59번길 6 (금호동),062-600-8119,전남광주통합특별시,서구,False
A1500021,광주기독병원,지역응급의료센터,35.136682861070376,126.91198438867642,전남광주통합특별시 남구 양림로 37 (양림동),062-650-5119,전남광주통합특별시,남구,False
A1500022,상무병원,지역응급의료기관,35.15242290709782,126.85391840686486,전남광주통합특별시 서구 상무자유로 181-7 (치평동),062-600-7119,전남광주통합특별시,서구,False
A1500043,광주열린병원,응급실운영신고기관,35.13768234340966,126.79889471288638,전남광주통합특별시 광산구 송도로 271 (송정동),062-610-9119,전남광주통합특별시,광산구,False
A1500057,해피뷰병원,응급실운영신고기관,35.15846280570811,126.9066923373126,전남광주통합특별시 북구 경열로 216 (유동),062-519-9119,전남광주통합특별시,북구,False
A1500071,송정사랑병원,응급실운영신고기관,35.13421179794,126.79736841847564,"전남광주통합특별시 광산구 송도로 232 (송정동, 송정사랑병원)",062-949-9119,전남광주통합특별시,광산구,False
A1500078,빛고을전남대학교병원,응급실운영신고기관,35.094479626794445,126.89638434544383,전남광주통합특별시 남구 덕남길 80 (덕남동),1899-0000,전남광주통합특별시,남구,False
A1502006,선한병원,응급실운영신고기관,35.161551665649306,126.88702689023856,전남광주통합특별시 서구 무진대로 975 (광천동),062-466-1119,전남광주통합특별시,서구,False
A1502007,광주센트럴병원,지역응급의료기관,35.185893735732634,126.82909951503984,"전남광주통합특별시 광산구 수완로 6, A동1,3,5,6층/B동동 (신가동)",062-960-5119,전남광주통합특별시,광산구,False
A1600001,충남대학교병원,권역응급의료센터,36.31696055071064,127.41546133417684,"대전광역시 중구 문화로 282, 충남대학교병원 (대사동)",042-280-8129,대전광역시,중구,False
A1600002,학교법인을지학원대전을지대학교병원,지역응급의료센터,36.35506871267816,127.38199955857137,대전광역시 서구 둔산서로 95 (둔산동),042-259-1119,대전광역시,서구,False
A1600003,대전한국병원,지역응급의료기관,36.34831776122198,127.43575049626224,대전광역시 동구 동서대로 1672 (성남동),042-606-1119,대전광역시,동구,False
A1600004,대전보훈병원,지역응급의료기관,36.4469365928189,127.43940812262,대전광역시 대덕구 대청로82번길 147 (신탄진동),042-939-0100,대전광역시,대덕구,False
A1600005,학교법인가톨릭학원가톨릭대학교대전성모병원,지역응급의료센터,36.32302490017959,127.42027313317438,"대전광역시 중구 대흥로 64, 성모병원 (대흥동)",042-220-9118,대전광역시,중구,False
A1600006,학교법인건양교육재단건양대학교병원,권역응급의료센터,36.306711701457246,127.34263046359918,"대전광역시 서구 관저동로 158, 건양대학교병원 (관저동)",042-600-9119,대전광역시,서구,False
A1600007,의료법인영훈의료재단유성선병원,지역응급의료센터,36.37535496572087,127.32491359339664,대전광역시 유성구 북유성대로 93 (지족동),042-609-1119,대전광역시,유성구,False
A1600008,의료법인영훈의료재단대전선병원,지역응급의료센터,36.3359621088938,127.41011056508802,"대전광역시 중구 목중로 29 (목동,(목동))",042-220-8129,대전광역시,중구,False
A1600009,근로복지공단대전병원,응급실운영신고기관,36.36857686754784,127.42849985514822,대전광역시 대덕구 계족로 637 (법동),042-670-5119,대전광역시,대덕구,False
A1600014,대전화병원,응급실운영신고기관,36.32899497492114,127.43918933617724,대전광역시 동구 동대전로 39 (신안동),070-7609-3531,대전광역시,동구,False
A1602246,대청병원,지역응급의료기관,36.308286328996566,127.37055327992432,"대전광역시 서구 계백로 1322 (정림동, 대청병원)",042-589-0119,대전광역시,서구,False
A1700001,서울산보람병원,지역응급의료기관,35.55991148325753,129.12071299840133,"울산광역시 울주군 삼남읍 중평로 53, 서울산보람병원",052-255-7119,울산광역시,울주군,False
A1700002,의료법인동강의료재단동강병원,지역응급의료센터,35.55340950863559,129.30194290200075,울산광역시 중구 태화로 239 (태화동),052-241-1190,울산광역시,중구,False
A1700003,울산병원,지역응급의료센터,35.54621707569275,129.32309962689618,울산광역시 남구 월평로171번길 13 (신정동),052-259-5119,울산광역시,남구,False
A1700004,학교법인울산공업학원울산대학교병원,권역응급의료센터,35.5200593154,129.4288047478,"울산광역시 동구 대학병원로 25, 울산대학교병원 (전하동)",052-250-7000,울산광역시,동구,False
A1700007,울산엘리야병원,응급실운영신고기관,35.62891129475159,129.350630148322,울산광역시 북구 호계로 285 (호계동),052-290-2119,울산광역시,북구,False
A1700010,굿모닝병원,응급실운영신고기관,35.535010719916684,129.31995893362847,울산광역시 남구 삼산로 110 (달동),052-259-9119,울산광역시,남구,False
A1700011,의료법인은성의료재단좋은삼정병원,지역응급의료기관,35.55282641650826,129.26899792409964,울산광역시 남구 북부순환도로 51 (무거동),052-220-7600,울산광역시,남구,False
A1700023,(의)내경의료재단울산제일병원,응급실운영신고기관,35.54823820112527,129.30701143429678,울산광역시 남구 남산로354번길 26 (신정동),052-220-3334,울산광역시,남구,False
A1700025,의료법인송은의료재단울산시티병원,지역응급의료센터,35.58285370330335,129.35905740278503,울산광역시 북구 산업로 1007 (연암동),052-280-9119,울산광역시,북구,False
A1700028,의료법인정안의료재단중앙병원,지역응급의료센터,35.53208761614168,129.3048401436768,"울산광역시 남구 문수로 472, 중앙병원 (신정동)",052-226-1119,울산광역시,남구,False
A1700036,의료법인에스엠씨의료재단울산세민병원,응급실운영신고기관,35.556584160908145,129.33096884743864,울산광역시 중구 학성로 184 (학성동),052-290-0119,울산광역시,중구,False
A1701489,의료법인동강의료재단동천동강병원,응급실운영신고기관,35.5685460268,129.350477985,"울산광역시 중구 외솔큰길 215 (남외동, 동천동강병원)",052-702-3456,울산광역시,중구,False
A1800417,의료법인 영제 의료재단 엔케이세종병원,지역응급의료기관,36.47962250753158,127.26225618927695,"세종특별자치시 한누리대로 161, 세종시 NK리움힐 상가 1~8층 (나성동)",044-850-7777,세종특별자치시,세종시,False
A1800441,세종충남대학교병원,지역응급의료센터,36.5195133641377,127.257942661368,"세종특별자치시 보듬7로 20, 세종충남대학교병원 (도담동)",044-995-3010,세종특별자치시,세종시,False
A2100001,분당서울대학교병원,권역응급의료센터,37.35202597297615,127.12448354572744,"경기도 성남시 분당구 구미로173번길 82 (구미동, 분당서울대학교병원)",031-787-3119,경기도,성남시,False
A2100002,아주대학교병원,권역응급의료센터,37.2794477573662,127.04752107106702,경기도 수원시 영통구 월드컵로 164 (원천동),031-219-7777,경기도,수원시,False
A2100003,고려대학교의과대학부속안산병원,권역응급의료센터,37.31885818300129,126.8250018362211,경기도 안산시 단원구 적금로 123 (고잔동),031-412-5381,경기도,안산시,False
A2100004,한림대학교성심병원,권역응급의료센터,37.3916511961,126.9619708207,경기도 안양시 동안구 관평로170번길 22 (평촌동),031-380-1500,경기도,안양시,False
A2100005,순천향대학교부속부천병원,권역응급의료센터,37.49857073407877,126.76238239812,"경기도 부천시 원미구 조마루로 170, 부흥로 173(1층일부) (중동)",032-621-5117,경기도,부천시,False
A2100006,의료법인인봉의료재단뉴고려병원,지역응급의료센터,37.64095507933562,126.66022763544731,"경기도 김포시 김포한강3로 283, 뉴고려병원 (장기동)",031-980-9119,경기도,김포시,False
A2100007,광명성애병원,지역응급의료센터,37.4734614743463,126.87192258470483,"경기도 광명시 디지털로 36, 광명성애병원 (철산동)",02-2680-7116,경기도,광명시,False
A2100008,의료법인남촌의료재단시화병원,지역응급의료센터,37.349955639806,126.736970968751,"경기도 시흥시 군자천로 381, 시화병원 (정왕동)",031-5189-0567,경기도,시흥시,False
A2100009,의료법인녹산의료재단동수원병원,지역응급의료센터,37.27816562305189,127.0343637912553,경기도 수원시 팔달구 중부대로 165 (우만동),031-210-0119,경기도,수원시,False
A2100010,인산의료재단메트로병원,응급실운영신고기관,37.378597979767605,126.93529986382784,"경기도 안양시 만안구 명학로33번길 8 (안양동, 메트로병원)",031-467-9999,경기도,안양시,False
A2100011,성남중앙병원,응급실운영신고기관,37.4528032109466,127.16209535008764,경기도 성남시 중원구 산성대로476번길 12 (금광동),031-799-5599,경기도,성남시,False
A2100012,가톨릭대학교성빈센트병원,지역응급의료센터,37.27792234538125,127.02744945028702,경기도 수원시 팔달구 중부대로 93 (지동),031-249-7370,경기도,수원시,False
A2100013,의료법인록향의료재단신천연합병원,지역응급의료기관,37.44454605843136,126.78938385106557,"경기도 시흥시 복지로 57, 복지로 61, 2층 (대야동)",031-310-6661,경기도,시흥시,False
A2100014,근로복지공단안산병원,지역응급의료기관,37.31687107499767,126.87402848671928,"경기도 안산시 상록구 구룡로 87, 근로복지공단안산병원 (일동)",031-500-1119,경기도,안산시,False
A2100015,효산의료재단안양샘병원,지역응급의료센터,37.39340413136221,126.92447734066778,"경기도 안양시 만안구 삼덕로 9 (안양동, 안양샘병원)",031-467-9119,경기도,안양시,False
A2100016,순천의료재단성남정병원,지역응급의료기관,37.43962497395649,127.12863916535,"경기도 성남시 수정구 수정로 76, 지하3~9층 (수진동)",031-750-6003,경기도,성남시,False
A2100017,대아의료재단한도병원,지역응급의료센터,37.334033447174896,126.8076558459104,경기도 안산시 단원구 선부광장로 103 (선부동),031-8040-1129,경기도,안산시,False
A2100018,의료법인은혜와감사의료재단화성중앙종합병원,지역응급의료기관,37.13118966594901,126.910365631779,경기도 화성시 만세구 향남읍 발안로 5,031-371-7998,경기도,화성시,False
A2100019,(의)영문의료재단다보스병원,지역응급의료센터,37.234641294534285,127.21049868474802,"경기도 용인시 처인구 백옥대로1082번길 18, 다보스종합병원 (김량장동)",031-8021-2130,경기도,용인시,False
A2100020,연세대학교의과대학용인세브란스병원,지역응급의료센터,37.27077583197877,127.14818862464035,경기도 용인시 기흥구 동백죽전대로 363 (중동),031-5189-9001,경기도,용인시,False
A2100021,의료법인플러스의료재단단원병원,지역응급의료기관,37.3002188172703,126.81357021652911,경기도 안산시 단원구 원포공원1로 20 (초지동),031-8040-5911,경기도,안산시,False
A2100022,의료법인박애의료재단박애병원,지역응급의료기관,36.99308383421509,127.08907896026508,경기도 평택시 평택2로20번길 3 (평택동),031-650-9219,경기도,평택시,False
A2100024,오산한국병원,지역응급의료센터,37.14122844920573,127.07533756274844,경기도 오산시 밀머리로1번길 16 (원동),031-378-5119,경기도,오산시,False
A2100025,대진의료재단분당제생병원,지역응급의료센터,37.387871379956906,127.12132819639598,경기도 성남시 분당구 서현로180번길 20 (서현동),031-779-0119,경기도,성남시,False
A2100027,의료법인석경의료재단센트럴병원,지역응급의료기관,37.336409472880064,126.72768862827667,"경기도 시흥시 공단1대로 237 (정왕동, 센트럴 병원)",031-8041-3019,경기도,시흥시,False
A2100028,의료법인백송의료재단굿모닝병원,지역응급의료센터,36.9905734199,127.120463688,경기도 평택시 중앙로 338 (합정동),031-5182-7582,경기도,평택시,False
A2100029,강남병원,지역응급의료센터,37.27377983891884,127.11140719951388,"경기도 용인시 기흥구 중부대로 411, 강남병원 (신갈동)",031-300-0119,경기도,용인시,False
A2100030,차의과학대학교분당차병원,권역응급의료센터,37.4101145912911,127.125083678928,경기도 성남시 분당구 야탑로 59 (야탑동),031-780-5840,경기도,성남시,False
A2100031,경기도의료원포천병원,지역응급의료센터,37.903264018475866,127.1983186069986,경기도 포천시 포천로 1648 (신읍동),031-539-9119,경기도,포천시,False
A2100032,경기도의료원수원병원,지역응급의료기관,37.29188165276277,126.99638776108884,경기도 수원시 장안구 수성로245번길 69 (정자동),031-888-0119,경기도,수원시,False
A2100033,국민건강보험공단일산병원,권역응급의료센터,37.64530592402248,126.792204040477,"경기도 고양시 일산동구 일산로 100 (백석동,백석1동 1241외1필지 4층)",031-900-0761,경기도,고양시,False
A2100034,의료법인영동의료재단의정부백병원,지역응급의료기관,37.74536735722315,127.0620670982038,경기도 의정부시 금신로 322 (신곡동),031-842-1211,경기도,의정부시,False
A2100035,경기도의료원파주병원,지역응급의료센터,37.7548802103,126.779637936,"경기도 파주시 중앙로 207, 경기도립의료원파주병원 (금촌동)",031-940-9119,경기도,파주시,False
A2100036,의료법인 일심의료재단 포천우리병원,지역응급의료기관,37.827495913257785,127.1481437183119,경기도 포천시 소흘읍 호국로 661,031-541-8282,경기도,포천시,False
A2100037,현대병원,지역응급의료센터,37.715486551355895,127.17984989970032,경기도 남양주시 진접읍 봉현로 21,031-574-0114,경기도,남양주시,False
A2100038,인제대학교일산백병원,지역응급의료센터,37.67436543525074,126.75031388046008,경기도 고양시 일산서구 주화로 170 (대화동),031-910-7114,경기도,고양시,False
A2100039,한양대학교구리병원,지역응급의료센터,37.6012760077,127.13250756940002,경기도 구리시 경춘로 153 (교문동),1644-9118,경기도,구리시,False
A2100040,가톨릭대학교의정부성모병원,권역응급의료센터,37.75865547828227,127.07767290194454,"경기도 의정부시 천보로 271, 의정부성모병원 (금오동)",031-820-5200,경기도,의정부시,False
A2100041,남양주한양병원,지역응급의료센터,37.68238094157572,127.2043136287129,경기도 남양주시 오남읍 양지로 47-55,031-510-0119,경기도,남양주시,False
A2100042,의료법인명지의료재단명지병원,권역응급의료센터,37.64207169115689,126.83145733035823,경기도 고양시 덕양구 화수로14번길 55 (화정동),031-810-7119,경기도,고양시,False
A2100043,경기도의료원의정부병원,지역응급의료기관,37.74108830096243,127.04255485020956,경기도 의정부시 흥선로 142 (의정부동),031-828-5119,경기도,의정부시,False
A2100045,경기도의료원안성병원,지역응급의료기관,37.01736702955601,127.26033944589189,"경기도 안성시 남파로 95, 경기도의료원 안성병원 (당왕동)",031-8046-5119,경기도,안성시,False
A2100046,한림대학교동탄성심병원,지역응급의료센터,37.216650193541184,127.08000809235828,경기도 화성시 동탄구 큰재봉길 7 (석우동),031-8086-2119,경기도,화성시,False
A2100047,동국대학교일산불교병원,지역응급의료센터,37.67643677699999,126.8055658392,"경기도 고양시 일산동구 동국로 27 (식사동, 동국대학교일산병원)",031-961-7777,경기도,고양시,False
A2100048,원광대학교산본병원,지역응급의료센터,37.359787179442414,126.93330716393872,경기도 군포시 산본로 321 (산본동),031-390-2345,경기도,군포시,False
A2100049,국립암센터,지역응급의료기관,37.664170778165285,126.78327945120732,경기도 고양시 일산동구 일산로 323 (마두동),031-920-0119,경기도,고양시,False
A2100050,의료법인대인의료재단다니엘종합병원,지역응급의료기관,37.51232155788357,126.76948894065184,"경기도 부천시 원미구 중동로 361, 다니엘종합병원 (약대동)",032-670-0119,경기도,부천시,False
A2100052,가톨릭대학교부천성모병원,지역응급의료센터,37.4874477394264,126.79243459155,"경기도 부천시 원미구 소사로 327, 가톨릭대학교 부천성모병원 (소사동)",032-340-2100,경기도,부천시,False
A2100053,의료법인우리의료재단김포우리병원,지역응급의료센터,37.632530143647166,126.7105272263707,"경기도 김포시 감암로 11, 김포우리병원 (걸포동)",031-999-1119,경기도,김포시,False
A2100054,효산의료재단지샘병원,지역응급의료센터,37.35864464913468,126.94735972779895,"경기도 군포시 군포로 591 (당동, (G샘병원)군포샘병원)",031-389-3119,경기도,군포시,False
A2100055,부천세종병원,지역응급의료센터,37.4810049006,126.7911674323,"경기도 부천시 소사구 호현로489번길 28 (소사본동, 세종병원)",032-340-1119,경기도,부천시,False
A2100058,부천우리병원,응급실운영신고기관,37.52438752921628,126.8051855988659,경기도 부천시 오정구 소사로 726 (원종동),032-672-2400,경기도,부천시,False
A2100083,무척조은병원,응급실운영신고기관,37.86396621605936,126.78097787974224,경기도 파주시 문산읍 방촌로 1675-20,031-953-0119,경기도,파주시,False
A2100089,양평병원,지역응급의료기관,37.493962635485616,127.50347093330032,경기도 양평군 양평읍 중앙로 129,031-770-5119,경기도,양평군,False
A2100116,윤서병원,응급실운영신고기관,37.60519852568096,127.13961137900536,경기도 구리시 건원대로 47 (인창동),031-564-2222,경기도,구리시,False
A2100122,(의)효심의료재단용인서울병원,지역응급의료기관,37.240316373,127.2144914405,경기도 용인시 처인구 고림로 81 (고림동),031-336-0119,경기도,용인시,False
A2100124,의료법인칠석의료재단사랑의병원,지역응급의료기관,37.327020396286656,126.84486352776976,"경기도 안산시 상록구 예술광장로 69, 사랑의병원(593-4번지/593-5번지) (성포동)",031-502-0119,경기도,안산시,False
A2100130,문산중앙병원,응급실운영신고기관,37.85424810677575,126.78322857702756,"경기도 파주시 문산읍 문향로39번길 53, 문산중앙병원",031-950-9099,경기도,파주시,False
A2100131,메디인병원,지역응급의료기관,37.75804616829998,126.7748532614,경기도 파주시 금릉역로 190(금촌동),031-570-7912,경기도,파주시,False
A2100134,양주예쓰병원,응급실운영신고기관,37.83756356362081,127.06463890111564,경기도 양주시 회정로 103 (덕정동),031-825-1119,경기도,양주시,False
A2100135,동두천중앙성모병원,응급실운영신고기관,37.90888404022765,127.05398051509535,경기도 동두천시 동광로 53 (생연동),031-863-1339,경기도,동두천시,False
A2100150,추병원,지역응급의료기관,37.7499600932,127.0450970956,경기도 의정부시 평화로 650 (의정부동),031-845-8313,경기도,의정부시,False
A2100155,참조은병원,지역응급의료센터,37.41095382720454,127.26022384023878,경기도 광주시 광주대로 45 (경안동),031-881-9119,경기도,광주시,False
A2100162,동안산병원,응급실운영신고기관,37.3356927564414,126.852680642321,경기도 안산시 상록구 월피로 88 (월피동),031-413-1116,경기도,안산시,False
A2100173,연세새로운병원,응급실운영신고기관,37.289871650589454,127.63287952191529,경기도 여주시 영릉로 22 (창동),031-885-7582,경기도,여주시,False
A2100175,의료법인토마스의료재단윌스기념병원,지역응급의료기관,37.26502978126203,127.0254583588438,경기도 수원시 팔달구 경수대로 437 (인계동),031-240-6119,경기도,수원시,False
A2100180,바른병원,응급실운영신고기관,37.27373314023728,127.45038927398872,"경기도 이천시 경충대로 2543, 바른병원 (진리동)",031-630-0399,경기도,이천시,False
A2100193,경기도의료원이천병원,지역응급의료센터,37.282694444444445,127.43266388888888,경기도 이천시 경충대로 2742 (관고동),031-630-4333,경기도,이천시,False
A2100194,세종여주병원,지역응급의료기관,37.3013258027,127.6267201581,"경기도 여주시 청심로 39, 세종여주병원 (하동)",031-880-7754,경기도,여주시,False
A2100206,수원중앙병원,응급실운영신고기관,37.259913344591446,127.0228408488501,경기도 수원시 권선구 권선로 654 (권선동),031-229-9888,경기도,수원시,False
A2100208,원병원,응급실운영신고기관,37.651957172510606,127.30437739416752,경기도 남양주시 화도읍 경춘로 1943-16,031-5903-1189,경기도,남양주시,False
A2100255,성심중앙병원,응급실운영신고기관,36.9840021910249,126.92773248728592,"경기도 평택시 안중읍 안현로서6길 16, 성심중앙병원",031-681-1119,경기도,평택시,False
A2100258,국군수도병원,지역응급의료기관,37.39186666666668,127.14858611111111,경기도 성남시 분당구 새마을로177번길 81 (율동),031-725-6119,경기도,성남시,False
A2100282,에이치제이매그놀리아국제병원,응급실운영신고기관,37.69104512763415,127.52141322182568,경기도 가평군 설악면 미사리로 267-177,031-589-4465,경기도,가평군,False
A2100283,의료법인일산복음병원,응급실운영신고기관,37.68205457051212,126.7801254241406,"경기도 고양시 일산동구 고양대로 760, 가동 (중산동, 일산복음병원)",031-929-0330,경기도,고양시,False
A2100290,의료법인자인의료재단더자인병원,지역응급의료기관,37.62297864974611,126.83568238933726,"경기도 고양시 덕양구 중앙로 555, /중앙로557번길 14, 지하1(일부),1-6층 (행신동)",031-930-3119,경기도,고양시,False
A2100301,의료법인청파의료재단송탄중앙병원,응급실운영신고기관,37.0885408447458,127.0641653404409,경기도 평택시 오좌동길 17-16 (독곡동),031-612-7000,경기도,평택시,False
A2100305,안성성모병원,지역응급의료기관,37.00610345894585,127.2708442991513,경기도 안성시 시장길 58 (서인동),031-675-8275,경기도,안성시,False
A2100309,의료법인갈렌의료재단박병원,지역응급의료기관,37.0482647009,127.0570038575,경기도 평택시 송탄로 33 (장당동),031-662-4119,경기도,평택시,False
A2106200,바른마디병원,응급실운영신고기관,37.44526963651349,127.16256645920151,경기도 성남시 중원구 광명로 330 (금광동),1599-0015,경기도,성남시,False
A2113246,의료법인양진의료재단평택성모병원,지역응급의료센터,37.008809910565546,127.07371568769604,경기도 평택시 평택로 284 (세교동),070-5012-0119,경기도,평택시,False
A2115699,의료법인원광의료재단원광종합병원,지역응급의료기관,37.2100621333,127.0080345889,경기도 화성시 병점구 화산북로 21 (송산동),031-8077-7219,경기도,화성시,False
A2115807,성모윌병원,응급실운영신고기관,37.4344473895,127.1282853418,"경기도 성남시 수정구 성남대로 1171, 삼성화재빌딩 1층일부, 2~9층 (수진동)",1833-5001,경기도,성남시,False
A2116685,화성유일병원,응급실운영신고기관,37.21778332253106,126.83265357240964,경기도 화성시 만세구 남양읍 남양로920번길 6,031-351-0129,경기도,화성시,False
A2116806,성남시의료원,지역응급의료센터,37.44498428779224,127.13905704599767,"경기도 성남시 수정구 수정로171번길 10, 성남시의료원 (태평동)",031-738-7300,경기도,성남시,False
A2116972,의료법인성광의료재단일산차병원,지역응급의료기관,37.65413326289407,126.77574306091104,"경기도 고양시 일산동구 중앙로 1205, 지하1층(일부),지하2층,지하4층(일부),1층(일부),2층(일부),3층(일부),4~5층,6층(일부), 7~10층 (장항동)",031-782-8587,경기도,고양시,False
A2117135,의료법인명인의료재단화홍병원,지역응급의료센터,37.2601427452511,126.963891671858,경기도 수원시 권선구 호매실로90번길 98 (호매실동),031-8021-6829,경기도,수원시,False
A2117994,학교법인을지학원의정부을지대학교병원,지역응급의료센터,37.7518290378344,127.050695679688,"경기도 의정부시 동일로 712, 을지대학교 의정부캠퍼스 및 부속병원 (금오동)",031-8074-0119,경기도,의정부시,False
A2118188,엘병원,지역응급의료기관,37.6487334911668,127.141048740049,"경기도 남양주시 퇴계원읍 퇴계원로 20, 지하2~지상7층 일부제외호",031-527-6119,경기도,남양주시,False
A2118788,중앙대학교광명병원,지역응급의료센터,37.4245974351169,126.885910072451,경기도 광명시 덕안로 110(일직동),02-2222-1351,경기도,광명시,False
A2119276,매듭병원,응급실운영신고기관,37.2389316890871,127.05354381098,"경기도 수원시 영통구 태장로 68, 매듭병원 (망포동)",031-546-0030,경기도,수원시,False
A2119939,클래스병원,응급실운영신고기관,37.3182382909417,126.827283522341,"경기도 안산시 단원구 적금로1길 11, SR노빌리안 3~8층 1층(101~103)호 (고잔동)",070-4102-6112,경기도,안산시,False
A2120077,혜성병원,응급실운영신고기관,37.6501095660175,127.238321935956,"경기도 남양주시 경춘로1308번길 4, 1층일부~10층 (평내동)",031-815-1119,경기도,남양주시,False
A2121061,의료법인덕산의료재단수원덕산병원,지역응급의료기관,37.258630123004,126.974461185614,경기도 수원시 권선구 서부로 1674 (고색동),031-686-2911,경기도,수원시,False
A2121142,메디필드한강병원,지역응급의료기관,37.2353957826327,127.201080221312,경기도 용인시 처인구 금령로39번길 8-6 (김량장동),031-332-1119,경기도,용인시,False
A2200001,연세대학교원주세브란스기독병원,권역응급의료센터,37.34795543031888,127.9456453098751,"강원특별자치도 원주시 일산로 20-0 (일산동, (일산동))",033-741-1641,강원특별자치도,원주시,False
A2200002,강원특별자치도영월의료원,지역응급의료기관,37.186588403987926,128.46530529870284,강원특별자치도 영월군 영월읍 중앙1로 59-  ( ),033-370-9129,강원특별자치도,영월군,False
A2200003,의료법인동해동인병원,지역응급의료기관,37.530006805605616,129.1074043067605,"강원특별자치도 동해시 하평로 26-  (평릉동, (평릉동))",033-530-0129,강원특별자치도,동해시,False
